"Echinostephia aculeata","Echinostephia","","aculeata",NA,NA,"","","kew-2783880",TRUE,"1.1","Accepted","Menispermaceae","Echinostephia","","aculeata","","","(F.M.Bailey) Domin","kew-2783880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum nervosum","Elaphoglossum","","nervosum",NA,NA,"","","tro-26623746",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","nervosum","","","C. Chr.","tro-26623746","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum nidiforme","Elaphoglossum","","nidiforme",NA,NA,"","","tro-26612138",TRUE,"1.1","Synonym","Dryopteridaceae","Elaphoglossum","","lloense","","","(Hook.) T. Moore","tro-26625850","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Elaphoglossum nidiformis","Elaphoglossum","","nidiformis",NA,NA,"","","tro-26611626",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","nidiformis","","","Mickel","tro-26611626","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum nidusoides","Elaphoglossum","","nidusoides",NA,NA,"","","tro-50310835",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","nidusoides","","","Rouhan & Rakotondr.","tro-50310835","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum nigrocostatum","Elaphoglossum","","nigrocostatum",NA,NA,"","","tro-26611703",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","nigrocostatum","","","Mickel","tro-26611703","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum oblanceolatum","Elaphoglossum","","oblanceolatum",NA,NA,"","","tro-26617331",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","oblanceolatum","","","C. Chr.","tro-26617331","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum obovatum","Elaphoglossum","","obovatum",NA,NA,"","","tro-26609639",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","obovatum","","","Mickel","tro-26609639","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum ocoense","Elaphoglossum","","ocoense",NA,NA,"","","tro-26625579",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","ocoense","","","C. Chr.","tro-26625579","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum orbignyanum","Elaphoglossum","","orbignyanum",NA,NA,"","","tro-26611617",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","orbignyanum","","","(Fée) T. Moore","tro-26611617","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum ovalilimbatum","Elaphoglossum","","ovalilimbatum",NA,NA,"","","tro-26601541",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","ovalilimbatum","","","Bonap.","tro-26601541","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum ovatum","Elaphoglossum","","ovatum",NA,NA,"","","tro-26622928",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","ovatum","","","(Hook. & Grev.) T. Moore","tro-26622928","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum paleaceum","Elaphoglossum","","paleaceum",NA,NA,"","","tro-26607198",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","paleaceum","","","(Hook. & Grev.) Sledge","tro-26607198","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum palmeri","Elaphoglossum","","palmeri",NA,NA,"","","ifn-34064",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","palmeri","","","Underw. & Maxon","ifn-34064","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum papillosum","Elaphoglossum","","papillosum",NA,NA,"","","tro-26611610",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","papillosum","","","(Baker) Christ","tro-26611610","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum peltatum","Elaphoglossum","","peltatum",NA,NA,"","","tro-26608050",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","peltatum","","","(Sw.) Urb.","tro-26608050","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum petiolatum","Elaphoglossum","","petiolatum",NA,NA,"","","tro-26607199",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","petiolatum","","","(Sw.) Urb.","tro-26607199","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum petiolosum","Elaphoglossum","","petiolosum",NA,NA,"","","tro-26611606",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","petiolosum","","","(Desv.) T. Moore","tro-26611606","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum phanerophlebium","Elaphoglossum","","phanerophlebium",NA,NA,"","","tro-26601580",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","phanerophlebium","","","C. Chr.","tro-26601580","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum phoras","Elaphoglossum","","phoras",NA,NA,"","","tro-26611917",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","phoras","","","Mickel","tro-26611917","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum piloselloides","Elaphoglossum","","piloselloides",NA,NA,"","","tro-26607200",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","piloselloides","","","(C. Presl) T. Moore","tro-26607200","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum pilosius","Elaphoglossum","","pilosius",NA,NA,"","","tro-26611604",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","pilosius","","","Mickel","tro-26611604","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum plumosum","Elaphoglossum","","plumosum",NA,NA,"","","tro-26608583",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","plumosum","","","(Fée) T. Moore","tro-26608583","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum poolii","Elaphoglossum","","poolii",NA,NA,"","","tro-26601596",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","poolii","","","Christ","tro-26601596","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum prestonii","Elaphoglossum","","prestonii",NA,NA,"","","tro-50312596",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","prestonii","","","(Baker) J. Sm.","tro-50312596","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum pringlei","Elaphoglossum","","pringlei",NA,NA,"","","tro-26607869",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","pringlei","","","(Davenp.) C. Chr.","tro-26607869","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum productum","Elaphoglossum","","productum",NA,NA,"","","tro-26614502",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","productum","","","Rosenst.","tro-26614502","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum pteropus","Elaphoglossum","","pteropus",NA,NA,"","","tro-26610791",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","pteropus","","","C. Chr.","tro-26610791","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum pusillum","Elaphoglossum","","pusillum",NA,NA,"","","tro-26602260",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","pusillum","","","(Mett. ex Kuhn) C. Chr.","tro-26602260","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum pygmaeum","Elaphoglossum","","pygmaeum",NA,NA,"","","tro-26615006",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","pygmaeum","","","(Mett. ex Kuhn) Christ","tro-26615006","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum randii","Elaphoglossum","","randii",NA,NA,"","","ifn-34173",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","randii","","","Alston & Schelpe","ifn-34173","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum rapense","Elaphoglossum","","rapense",NA,NA,"","","tro-50166755",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","rapense","","","Copel.","tro-50166755","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum reptans","Elaphoglossum","","reptans",NA,NA,"","","tro-50247010",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","reptans","","","A. Rojas","tro-50247010","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum rhomboideum","Elaphoglossum","","rhomboideum",NA,NA,"","","",FALSE,"1.1","","","Elaphoglossum","","rhomboideum",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum richardii","Elaphoglossum","","richardii",NA,NA,"","","ifn-34193",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","richardii","","","Christ","ifn-34193","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum rufidulum","Elaphoglossum","","rufidulum",NA,NA,"","","tro-26603546",TRUE,"1.1","Synonym","Dryopteridaceae","Elaphoglossum","","deckenii","var.","rufidulum","(Willd. ex Kuhn) Tardieu","tro-26603544","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum russelliae","Elaphoglossum","","russelliae",NA,NA,"","","tro-26611586",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","russelliae","","","Mickel","tro-26611586","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum samoense","Elaphoglossum","","samoense",NA,NA,"","","ifn-34225",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","samoense","","","Brack.","ifn-34225","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum sartorii","Elaphoglossum","","sartorii",NA,NA,"","","tro-26617355",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","sartorii","","","(Liebm.) Mickel","tro-26617355","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum scolopendriforme","Elaphoglossum","","scolopendriforme",NA,NA,"","","tro-26601558",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","scolopendriforme","","","Tardieu","tro-26601558","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum semicylindricum","Elaphoglossum","","semicylindricum",NA,NA,"","","tro-26611002",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","semicylindricum","","","Benl","tro-26611002","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum setigerum","Elaphoglossum","","setigerum",NA,NA,"","","tro-26611584",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","setigerum","","","(Sodiro) Diels","tro-26611584","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum sieberi","Elaphoglossum","","sieberi",NA,NA,"","","tro-26601542",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","sieberi","","","(Hook. & Grev.) T. Moore","tro-26601542","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum siliquoides","Elaphoglossum","","siliquoides",NA,NA,"","","tro-26607889",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","siliquoides","","","(Jenman) C. Chr.","tro-26607889","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum smithii","Elaphoglossum","","smithii",NA,NA,"","","tro-26615180",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","smithii","","","(Baker) Christ","tro-26615180","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum spatulatum","Elaphoglossum","","spatulatum",NA,NA,"","","tro-26602263",TRUE,"1.1","Synonym","Dryopteridaceae","Elaphoglossum","","piloselloides","","","(C. Presl) T. Moore","tro-26607200","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum splendens","Elaphoglossum","","splendens",NA,NA,"","","tro-26625577",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","splendens","","","Brack.","tro-26625577","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum squamipes","Elaphoglossum","","squamipes",NA,NA,"","","tro-26607211",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","squamipes","","","(Hook.) T. Moore","tro-26607211","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum squarrosum","Elaphoglossum","","squarrosum",NA,NA,"","","tro-26614508",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","squarrosum","","","(Klotzsch) T. Moore","tro-26614508","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum stipitatum","Elaphoglossum","","stipitatum",NA,NA,"","","ifn-34302",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","stipitatum","","","T.Moore","ifn-34302","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum subcinnamomeum","Elaphoglossum","","subcinnamomeum",NA,NA,"","","tro-50288269",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","subcinnamomeum","","","(Christ) Hieron.","tro-50288269","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum subsessile","Elaphoglossum","","subsessile",NA,NA,"","","tro-26601534",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","subsessile","","","(Baker) C. Chr.","tro-26601534","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum succisifolium","Elaphoglossum","","succisifolium",NA,NA,"","","ifn-34319",TRUE,"1.1","Unresolved","Dryopteridaceae","Elaphoglossum","","succisifolium","","","T.Moore","ifn-34319","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum tectum","Elaphoglossum","","tectum",NA,NA,"","","tro-26607213",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","tectum","","","(Humb. & Bonpl. ex Willd.) T. Moore","tro-26607213","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum tomentosum","Elaphoglossum","","tomentosum",NA,NA,"","","tro-100376426",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","tomentosum","","","(Bory ex Willd.) Christ","tro-100376426","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum tosaense","Elaphoglossum","","tosaense",NA,NA,"","","tro-26612108",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","tosaense","","","(Yatabe) Makino","tro-26612108","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum tripartitum","Elaphoglossum","","tripartitum",NA,NA,"","","tro-50127600",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","tripartitum","","","(Hook. & Grev.) Mickel","tro-50127600","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum variabile","Elaphoglossum","","variabile",NA,NA,"","","tro-50127775",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","variabile","","","A. Rojas","tro-50127775","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum vestitum","Elaphoglossum","","vestitum",NA,NA,"","","tro-26607217",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","vestitum","","","(Schltdl. & Cham.) T. Moore","tro-26607217","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum vieillardii","Elaphoglossum","","vieillardii",NA,NA,"","","tro-26614869",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","vieillardii","","","(Mett.) T. Moore","tro-26614869","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum wacketii","Elaphoglossum","","wacketii",NA,NA,"","","tro-50009367",TRUE,"1.1","Synonym","Dryopteridaceae","Elaphoglossum","","nigrescens","","","(Hook.) T. Moore ex Diels","tro-26611625","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum wawrae","Elaphoglossum","","wawrae",NA,NA,"","","tro-26602264",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","wawrae","","","C. Chr.","tro-26602264","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum welwitschii","Elaphoglossum","","welwitschii",NA,NA,"","","tro-50288270",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","welwitschii","","","(Baker) C. Chr.","tro-50288270","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum wrightii","Elaphoglossum","","wrightii",NA,NA,"","","tro-100366064",TRUE,"1.1","Synonym","Pteridaceae","Acrostichum","","sorbifolium","var.","wrightii","(Mett. ex D.C. Eaton) Krug","tro-50240947","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elaphoglossum yoshinagae","Elaphoglossum","","yoshinagae",NA,NA,"","","tro-26612110",TRUE,"1.1","Accepted","Dryopteridaceae","Elaphoglossum","","yoshinagae","","","(Yatabe) Makino","tro-26612110","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elasis hirsuta","Elasis","","hirsuta",NA,NA,"","","kew-242179",TRUE,"1.1","Accepted","Commelinaceae","Elasis","","hirsuta","","","(Kunth) D.R.Hunt","kew-242179","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elateriospermum tapos","Elateriospermum","","tapos",NA,NA,"","","kew-66382",TRUE,"1.1","Accepted","Euphorbiaceae","Elateriospermum","","tapos","","","Blume","kew-66382","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine alsinastrum","Elatine","","alsinastrum",NA,NA,"","","kew-2786510",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","alsinastrum","","","L.","kew-2786510","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine ambigua","Elatine","","ambigua",NA,NA,"","","kew-2786514",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","ambigua","","","Wight","kew-2786514","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine americana","Elatine","","americana",NA,NA,"","","kew-2786515",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","americana","","","(Pursh) Arn.","kew-2786515","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine brachysperma","Elatine","","brachysperma",NA,NA,"","","kew-2786519",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","brachysperma","","","A.Gray","kew-2786519","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine brochonii","Elatine","","brochonii",NA,NA,"","","kew-2786520",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","brochonii","","","Clavaud","kew-2786520","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine californica","Elatine","","californica",NA,NA,"","","kew-2786521",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","californica","","","A.Gray","kew-2786521","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine campylosperma","Elatine","","campylosperma",NA,NA,"","","kew-2786524",TRUE,"1.1","Synonym","Elatinaceae","Elatine","","macropoda","","","Guss.","kew-2786563","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Elatine chilensis","Elatine","","chilensis",NA,NA,"","","kew-2786525",TRUE,"1.1","Synonym","Elatinaceae","Elatine","","triandra","","","Schkuhr","kew-2786597","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine ecuadoriensis","Elatine","","ecuadoriensis",NA,NA,"","","kew-2786530",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","ecuadoriensis","","","Molau","kew-2786530","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine gracilis","Elatine","","gracilis",NA,NA,"","","kew-2786536",TRUE,"1.1","Synonym","Elatinaceae","Elatine","","triandra","","","Schkuhr","kew-2786597","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine gratioloides","Elatine","","gratioloides",NA,NA,"","","kew-2786538",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","gratioloides","","","A.Cunn.","kew-2786538","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine gussonei","Elatine","","gussonei",NA,NA,"","","kew-2899723",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","gussonei","","","(Sommier) Brullo, Lanfr., Pavone & Ronsisv.","kew-2899723","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine heterandra","Elatine","","heterandra",NA,NA,"","","kew-2786542",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","heterandra","","","H.Mason","kew-2786542","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine hungarica","Elatine","","hungarica",NA,NA,"","","kew-2786546",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","hungarica","","","Moesz","kew-2786546","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine hydropiper","Elatine","","hydropiper",NA,NA,"","","kew-2786547",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","hydropiper","","","L.","kew-2786547","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine macropoda","Elatine","","macropoda",NA,NA,"","","kew-2786563",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","macropoda","","","Guss.","kew-2786563","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine minima","Elatine","","minima",NA,NA,"","","kew-2786570",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","minima","","","(Nutt.) Fisch. & C.A.Mey.","kew-2786570","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine obovata","Elatine","","obovata",NA,NA,"","","kew-2786573",TRUE,"1.1","Synonym","Elatinaceae","Elatine","","brachysperma","","","A.Gray","kew-2786519","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine orthosperma","Elatine","","orthosperma",NA,NA,"","","kew-2786577",TRUE,"1.1","Synonym","Elatinaceae","Elatine","","hydropiper","","","L.","kew-2786547","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine rotundifolia","Elatine","","rotundifolia",NA,NA,"","","kew-2896073",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","rotundifolia","","","Laegaard","kew-2896073","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine rubella","Elatine","","rubella",NA,NA,"","","kew-2786586",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","rubella","","","Rydb.","kew-2786586","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatine triandra","Elatine","","triandra",NA,NA,"","","kew-2786597",TRUE,"1.1","Accepted","Elatinaceae","Elatine","","triandra","","","Schkuhr","kew-2786597","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema acuminatum","Elatostema","","acuminatum",NA,NA,"","","kew-2786639",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","acuminatum","","","(Poir.) Brongn.","kew-2786639","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema acuteserratum","Elatostema","","acuteserratum",NA,NA,"","","kew-2786641",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","acutiserratum","","","B.L.Shih & Yuen P.Yang","kew-2786641","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Elatostema albopilosum","Elatostema","","albopilosum",NA,NA,"","","kew-2786646",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","albopilosum","","","W.T.Wang","kew-2786646","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema atropurpureum","Elatostema","","atropurpureum",NA,NA,"","","kew-2786667",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","atropurpureum","","","Gagnep.","kew-2786667","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema backeri","Elatostema","","backeri",NA,NA,"","","kew-2786676",TRUE,"1.1","Synonym","Urticaceae","Elatostema","","parvum","","","(Blume) Blume ex Miq.","kew-2787113","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema curtisii","Elatostema","","curtisii",NA,NA,"","","kew-2786755",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","curtisii","","","(Ridl.) H.Schroet.","kew-2786755","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema cuspidatum","Elatostema","","cuspidatum",NA,NA,"","","kew-2786757",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","cuspidatum","","","Wight","kew-2786757","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema cyrtandrifolium","Elatostema","","cyrtandrifolium",NA,NA,"","","kew-2786761",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","cyrtandrifolium","","","(Zoll. & Moritzi) Miq.","kew-2786761","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema densistriolatum","Elatostema","","densistriolatum",NA,NA,"","","kew-2903869",TRUE,"1.1","Unresolved","Urticaceae","Elatostema","","densistriolatum","","","W.T.Wang & Z.Y.Wu","kew-2903869","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Elatostema edule","Elatostema","","edule",NA,NA,"","","kew-2786786",TRUE,"1.1","Synonym","Urticaceae","Elatostema","","platyphyllum","","","Wedd.","kew-2787150","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema ficoides","Elatostema","","ficoides",NA,NA,"","","kew-2786804",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","ficoides","","","Wedd.","kew-2786804","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema garrettii","Elatostema","","garrettii",NA,NA,"","","kew-2786825",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","garrettii","","","Yahara","kew-2786825","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema grande","Elatostema","","grande",NA,NA,"","","kew-2786852",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","grande","","","(Wedd.) P.S.Green","kew-2786852","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema hirtellipedunculatum","Elatostema","","hirtellipedunculatum",NA,NA,"","","kew-2786882",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","hirtellipedunculata","","","B.L.Shih & Yuen P.Yang","kew-2786882","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Elatostema hybrid","Elatostema","","hybrid",NA,NA,"","","",FALSE,"1.1","","","Elatostema","","hybrid",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Elatostema hypoglaucum","Elatostema","","hypoglaucum",NA,NA,"","","kew-2786895",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","hypoglaucum","","","B.L.Shih & Yuen P.Yang","kew-2786895","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema insulare","Elatostema","","insulare",NA,NA,"","","kew-2786905",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","insulare","","","A.C.Sm.","kew-2786905","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema involucratum","Elatostema","","involucratum",NA,NA,"","","kew-2786908",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","involucratum","","","Franch. & Sav.","kew-2786908","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema lineolatum","Elatostema","","lineolatum",NA,NA,"","","kew-2786965",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","lineolatum","","","Wight","kew-2786965","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema longibracteatum","Elatostema","","longibracteatum",NA,NA,"","","kew-2786981",TRUE,"1.1","Accepted","Urticaceae","Elatostema","","longibracteatum","","","W.T.Wang","kew-2786981","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elatostema macrophyllum","Elatostema","","macrophyllum",NA,NA,"","","",FALSE,"1.1","","","Elatostema","","macrophyllum",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
